x	AcX	AcY	AcZ
288.00	-32768	-26704	-6112
289.00	-5616	22628	19292
290.00	-4388	-12948	-2960
291.00	-32768	-1736	11320
292.00	14988	20500	10976
293.00	-32768	-20932	-8240
294.00	-14500	17940	19180
295.00	-1368	-788	-2392
296.00	-32768	-20788	1304
297.00	14396	25312	13560
298.00	-31560	-24204	-11352
299.00	-24224	14704	17864
300.00	2876	7136	-48
301.00	-32768	-25412	-2148
302.00	7608	21180	8860
303.00	-32768	-24212	-6200
304.00	11432	21808	18620
305.00	-15704	-19416	-9400
306.00	-32768	-536	10748
307.00	10252	24516	16560
308.00	-16692	-22712	-9180
309.00	-32768	6480	14800
310.00	-188	7268	60
311.00	-32768	-21540	-5544
312.00	7612	22144	19180
313.00	-9164	-22172	-6744
314.00	-32768	-1984	10296
315.00	4872	23784	10040
316.00	-32768	-22964	-9200
317.00	-4776	18984	18976
318.00	-3308	-11580	-6064
319.00	-32768	-9284	5652
320.00	6908	21352	13744
321.00	-32768	-18704	-10308
322.00	3320	20488	17572
323.00	-24860	-16560	-10680
324.00	-20460	13128	20092
325.00	10800	7416	3536
326.00	-32768	-28348	-3452
327.00	2200	22032	17772
328.00	1668	-572	-1308
329.00	-32768	-21140	1100
330.00	8636	21540	16404
331.00	-25872	-26636	-9176
332.00	-25264	14632	19008
333.00	4928	6200	3480
334.00	-32768	-25824	-1696
335.00	8636	16740	16776
336.00	-19096	-18392	-8828
337.00	-32768	-168	9656
338.00	11780	19076	13400
339.00	-31956	-19400	-7660
340.00	7268	20500	19192
341.00	-30052	-20672	-8364
342.00	-10280	18896	16292
343.00	-3016	-3224	-1184
344.00	-32768	-24360	-896
345.00	9420	24072	16484
346.00	-15884	-22884	-8776
347.00	-32768	6360	13996
348.00	-256	9044	496
349.00	-24384	-19820	-8784
350.00	-4860	20012	19204
351.00	3676	-3136	-3884
352.00	-32768	-24500	296
353.00	3812	23260	14936
354.00	-22368	-17188	-8824
355.00	-26680	8544	14296
356.00	7380	15716	6744
357.00	-32768	-25444	-6544
358.00	-2940	21816	17184
359.00	-1272	-13392	-3676
360.00	-31020	200	12136
361.00	7856	4188	-320
362.00	-32768	-24188	-1456
363.00	6568	22820	14964
364.00	-32768	-23892	-9888
365.00	-27628	11824	16604
366.00	12692	14052	4344
367.00	-32768	-26788	-3888
368.00	2540	18632	19224
369.00	-16432	-15304	-6124
370.00	-32768	-16592	6120
371.00	12756	25356	13992
372.00	-29600	-19376	-11976
373.00	-12772	15040	18668
374.00	-4740	-3624	-60
375.00	-32768	-24572	2996
376.00	14764	25860	17772
377.00	-18648	-27144	-9388
378.00	-32768	5864	14380
379.00	4996	21628	5336
380.00	-32768	-7928	8384
381.00	7444	24624	11620
382.00	-29140	-19684	-9560
383.00	4600	19036	18912
384.00	-2892	-9740	-7140
385.00	-32768	-16220	3468
386.00	7392	22660	13408
387.00	-24676	-17608	-9676
388.00	-19652	12208	16788
389.00	3504	12372	3436
390.00	-32768	-17152	-11296
391.00	-4384	20576	20728
392.00	2108	-9592	-3924
393.00	-32768	-15832	2748
394.00	6816	25632	15304
395.00	-32012	-25684	-8836
396.00	-23380	12388	18724
397.00	12732	11508	5476
398.00	-32768	-27356	-5232
399.00	5056	20292	17912
400.00	-32768	-26476	-7980
401.00	20	19704	18252
402.00	-13880	-13528	-8252
403.00	-32768	-7864	8416
404.00	15504	20364	14020
405.00	-32768	-21292	-10300
406.00	-21508	15768	17972
407.00	-7868	-13192	-3660
408.00	-32768	-18408	5992
409.00	12740	25212	14216
410.00	-27344	-21008	-11996
411.00	-32768	3836	14112
412.00	7276	21320	7308
413.00	-32768	-24600	-6672
414.00	2696	18640	18832
415.00	-6160	-11788	-4516
416.00	-32768	-16964	4220
417.00	6464	21092	18096
418.00	-32328	-20788	-8964
419.00	7060	21284	17860
420.00	-19628	-15880	-9916
421.00	-24512	9784	14708
422.00	1884	16196	3596
423.00	-32768	-28232	-5000
424.00	2624	21788	21900
425.00	-2624	-17820	-5164
426.00	-32768	-10608	7172
427.00	6248	18244	10020
428.00	-32768	-22772	-6028
429.00	-4940	20260	20044
430.00	2428	-7768	-3996
431.00	-32768	-15324	2760
432.00	-1820	19944	20628
433.00	-12468	-16964	-5080
434.00	-32768	-6168	9124
435.00	11520	20476	10908
436.00	-32768	-25612	-7196
437.00	-7356	22336	19076
438.00	-32768	-20044	-9668
439.00	-23356	13596	18128
440.00	2476	4916	1884
441.00	-32768	-26116	-776
442.00	9232	20080	17332
443.00	-18804	-26036	-8532
444.00	-32768	10628	16828
445.00	5940	14668	5248
446.00	-32768	-25032	-3944
447.00	6716	17316	17388
448.00	-12068	-17616	-7036
449.00	-32768	-9668	6556
450.00	10680	22060	14740
451.00	-25844	-21692	-8696
452.00	1472	19320	18732
453.00	228	15096	6060
454.00	-32768	-25408	-4688
455.00	9032	21276	18952
456.00	-3548	-18680	-6876
457.00	-32768	-11080	7508
458.00	840	-5300	-3464
459.00	-32768	-23904	784
460.00	7008	25472	15176
461.00	-18332	-24148	-7480
462.00	-14820	16384	17912
463.00	8136	7412	4
464.00	-32768	-26772	-6188
465.00	2600	21072	17512
466.00	-14504	-15968	-7368
467.00	-31296	1588	11648
468.00	10440	18156	8496
469.00	-32768	-22456	-8336
470.00	-12248	20236	16408
471.00	-10000	-16272	-5032
472.00	-32768	-9260	8076
473.00	3636	20996	19124
474.00	-19288	-21208	-7128
475.00	-32768	-2288	13096
476.00	15692	23068	10232
477.00	-32768	-15488	4540
478.00	14576	23964	10272
479.00	-31692	-21744	-10672
480.00	-14868	15376	18972
481.00	-11248	-13252	-5372
482.00	-32768	-13508	4956
483.00	13736	22076	15156
484.00	-25600	-20276	-9420
485.00	-6112	18412	17240
486.00	-4832	-8308	-3340
487.00	-32768	-21880	660
488.00	9548	22792	16312
489.00	-19516	-20708	-9396
490.00	-15328	13892	16452
491.00	-1144	4108	-368
492.00	-32768	-26960	-2088
493.00	7496	21604	20032
494.00	-4168	-15764	-5968
495.00	-32768	-10840	6728
496.00	5164	21660	15024
497.00	-32768	-22164	1068
498.00	5232	24548	13520
499.00	-32768	-23384	-10248
500.00	-14916	14208	18292
501.00	4440	-4480	-3772
502.00	-32768	-19588	1492
503.00	4908	21440	15916
504.00	-29648	-17356	-11664
505.00	-26176	7544	16316
506.00	8588	2188	1540
507.00	-32768	-27164	-540
508.00	3916	21652	18192
509.00	-23692	-22688	-7652
510.00	-32768	3060	15436
511.00	8936	13224	2288
512.00	-32768	-25732	-4104
513.00	3476	20152	20092
514.00	-15308	-23308	-5512
515.00	-32768	-16924	6500
516.00	748	7472	-1984
517.00	-32768	-24764	-1232
518.00	11740	21660	18480
519.00	-23480	-26020	-9152
520.00	-29352	10732	17096
521.00	1948	14068	3948
522.00	-32768	-27652	-3344
523.00	12444	20900	17364
524.00	-16460	-18064	-10156
525.00	-32768	3140	13688
526.00	3112	20384	7660
527.00	-32768	-23692	-4444
528.00	8600	21836	18968
529.00	-6936	-22096	-6104
530.00	-32768	-5480	10780
531.00	4180	21712	13528
532.00	-32768	-24860	-6584
533.00	676	21052	20336
534.00	516	-15772	-4188
535.00	4068	-7292	-3200
536.00	-16992	13224	18012
537.00	11268	6692	3244
538.00	-32768	-28644	-3100
539.00	1004	19036	19452
540.00	-28704	-16824	-11256
541.00	-27616	6844	16304
542.00	12932	16684	4976
543.00	-32768	-28016	-6748
544.00	3824	22008	18540
545.00	-22280	-22220	-7068
546.00	-32768	2336	15248
547.00	16360	19684	11176
548.00	-32768	-25192	-4556
549.00	2552	20308	20048
550.00	-14108	-20600	-5144
551.00	-32768	-7624	9428
552.00	11108	19852	9980
553.00	-32768	-21264	-6648
554.00	-2136	16500	17340
555.00	-21976	-25192	-9612
556.00	-31300	9100	16324
557.00	2600	15536	4436
558.00	-32768	-27704	-3432
559.00	12328	21124	17724
560.00	-15140	-18488	-9716
561.00	-32768	1728	12896
562.00	4592	21064	9612
563.00	-32768	-21896	-5408
564.00	7676	22644	19852
565.00	-5100	-20940	-5568
566.00	-32768	-8612	9596
567.00	3452	23712	13500
568.00	-32768	-23248	-7300
569.00	-1132	20720	19976
570.00	1560	-10816	-4024
571.00	-32768	-14296	3380
572.00	5580	24968	15156
573.00	-32768	-21216	-8548
574.00	5060	25600	15044
575.00	-31432	-24384	-10676
576.00	-28756	4308	13172
577.00	12920	18000	6100
578.00	-32768	-27076	-6540
579.00	1328	19176	18940
580.00	-17328	-18260	-8224
581.00	-32768	-3172	10980
582.00	15340	19512	13568
583.00	-32768	-26024	-6144
584.00	-2200	21520	19580
585.00	-11404	-15456	-4816
586.00	-32768	-15108	7820
587.00	14172	21948	10956
588.00	-32768	-19232	-7732
589.00	-9180	16496	18800
590.00	-6456	-2796	-2344
591.00	-32768	-7964	5728
592.00	11464	25804	12844
593.00	-26528	-21788	-9048
594.00	14464	25440	17812
595.00	-16656	-26584	-8324
596.00	-32768	-2072	10308
597.00	7372	20372	8444
598.00	-32768	-21008	-8088
599.00	7640	20744	20300
600.00	-2760	-18584	-6516
601.00	-32768	-13288	7484
602.00	4284	23332	13140
603.00	-32768	-19888	-8340
604.00	-2012	19856	18444
605.00	3064	-8956	-2596
606.00	-32768	-22200	2124
607.00	3944	25952	18172
608.00	-32768	-18696	-10584
609.00	-14472	15900	19480
610.00	9696	4024	332
611.00	-32768	-24740	-1900
612.00	8348	23772	16040
613.00	-32768	-25820	-3200
614.00	3440	22720	17396
615.00	-20216	-21844	-9632
616.00	-32768	-592	12352
617.00	14764	18756	13620
618.00	-32768	-20244	-9636
619.00	-8092	20752	18216
620.00	-6176	-10576	-5024
621.00	-32768	-19936	3984
622.00	12236	24328	14400
623.00	-32768	-16416	-10016
624.00	-17464	13636	18656
625.00	-3860	1084	-712
626.00	-32768	-26092	1280
627.00	12764	28364	14128
628.00	-24328	-23012	-9928
629.00	-26100	12980	18344
630.00	1660	12120	5108
631.00	-32768	-27036	-1704
632.00	816	13788	4744
633.00	-32768	-25848	-4172
634.00	10344	19012	18744
635.00	-6984	-17992	-8572
636.00	-32768	-8868	8272
637.00	5676	21712	13304
638.00	-28000	-17464	-9420
639.00	-20436	11712	17048
640.00	4020	-4760	-2540
641.00	-32768	-26292	716
642.00	3556	23480	16460
643.00	-21244	-24908	-7204
644.00	-26636	5712	15080
645.00	9408	16264	6384
646.00	-32768	-24696	-6376
647.00	692	21360	19176
648.00	-15128	-19680	-7616
649.00	-32068	-2508	10816
650.00	13460	21056	8348
651.00	-32768	-27548	-8612
652.00	13032	23144	9296
653.00	-32768	-23044	-9900
654.00	-17556	17100	19360
655.00	2156	2380	-148
656.00	-32768	-22156	952
657.00	9680	21380	15100
658.00	-16280	-21896	-6672
659.00	-32768	-3472	9240
660.00	12812	24828	11472
661.00	-32768	-22996	-5548
662.00	1776	19336	16692
663.00	-8484	-12840	-5840
664.00	-32768	-12364	3536
665.00	12152	25324	15056
666.00	-31692	-20108	-8796
667.00	-4772	16412	17668
668.00	-2952	-3156	-2752
669.00	-32768	-22040	1392
670.00	8596	20792	12848
671.00	-32768	-25820	-5296
672.00	6032	20544	19880
673.00	-14864	-19008	-9472
674.00	-30488	6656	12304
675.00	3228	19760	6124
676.00	-32768	-25108	-7124
677.00	3772	18864	19168
678.00	6068	-1488	-1560
679.00	-32768	-13808	4700
680.00	4544	26632	13472
681.00	-32768	-21776	-11284
682.00	-20100	14104	18556
683.00	3864	-1796	-3764
684.00	-32768	-18312	1832
685.00	7064	21804	17952
686.00	-28388	-22672	-8188
687.00	-30168	8948	17420
688.00	8404	5196	1580
689.00	-32768	-24896	-1044
690.00	5116	19220	18344
691.00	-32768	-26632	-7168
692.00	-2524	19196	19740
693.00	-11336	-12024	-5752
694.00	-32768	1540	10320
695.00	14728	21280	9560
696.00	-31804	-19988	-8620
697.00	-11260	17920	18644
698.00	-12924	-18100	-6476
699.00	-32768	-26160	-1508
700.00	12892	22600	18696
701.00	-18684	-24980	-8768
702.00	-30524	8984	16468
703.00	2504	18896	6864
704.00	-32768	-27424	-3928
705.00	9108	21252	19468
706.00	-12132	-18800	-9344
707.00	-32768	2516	12372
708.00	3244	20820	9532
709.00	-32768	-21828	-6868
710.00	5720	22216	14456
711.00	-30016	-19528	-8340
712.00	-2208	20196	19064
713.00	3388	-7620	-2872
714.00	-32768	-23420	2476
715.00	2292	23956	17280
716.00	-26268	-20004	-9016
717.00	-25076	10500	15436
718.00	7416	3636	428
719.00	-32768	-21888	-9112
720.00	-10468	16712	16608
721.00	-11284	-13356	-6044
722.00	-32768	-8424	7880
723.00	12492	20344	12000
724.00	-32768	-23224	-8656
725.00	-8040	20964	18884
726.00	-4752	-9208	-5872
727.00	-32768	-17396	3516
728.00	11900	23084	14988
729.00	-32768	-26128	-1880
730.00	8564	18152	16668
731.00	-26960	-18760	-11096
732.00	-32768	9428	16312
733.00	5080	16484	4064
734.00	-32768	-26696	-4360
735.00	6472	21612	18436
736.00	-17648	-25044	-9664
737.00	-32768	4836	12836
738.00	7644	19300	8784
739.00	-32768	-19908	-7372
740.00	-13880	15040	17652
741.00	-440	2864	436
742.00	-32768	-26384	-2156
743.00	7316	19332	19408
744.00	-12008	-18416	-8324
745.00	-21548	11460	16312
746.00	1228	13124	3840
747.00	-32768	-28632	-3332
748.00	2308	21736	21860
749.00	-32768	-20156	-9104
750.00	-6412	19676	18932
751.00	-3948	-17048	-5676
752.00	-32768	-10288	7396
753.00	6224	22452	13372
754.00	-32768	-16900	-10500
755.00	-6552	20196	17080
756.00	628	-9944	-2752
757.00	-32768	-19772	3056
758.00	7024	23840	16880
759.00	-29876	-26880	-7376
760.00	-32768	2780	14512
761.00	14548	19108	8080
762.00	-32768	-23316	-8552
763.00	2824	18116	20140
764.00	-16560	-21076	-4992
765.00	-32768	-6408	11452
766.00	15280	23264	12840
767.00	-32768	-23716	-5920
768.00	15672	22052	14048
769.00	-28324	-16840	-10200
770.00	-20472	12148	18460
771.00	-7048	-12316	-3760
772.00	-32768	-19640	2556
773.00	11360	25672	14296
774.00	-20464	-22100	-9432
775.00	-13108	13624	16800
776.00	-3660	-180	-1056
777.00	-32768	-25472	-1464
778.00	10128	23012	18256
779.00	-11812	-24480	-7528
780.00	-21444	12760	16900
781.00	5584	20660	14296
782.00	-32768	-17492	-8780
783.00	764	20884	19912
784.00	1220	-14948	-3184
785.00	-32768	-18288	4376
786.00	2672	23848	14868
787.00	-32768	-28296	-1248
788.00	2408	24136	18152
789.00	-17616	-22140	-6948
790.00	-30628	4240	13572
791.00	9352	13440	3356
792.00	-32768	-27424	-5300
793.00	-1252	21988	19272
794.00	-11268	-17336	-6424
795.00	-32768	-6628	8180
796.00	12708	24100	9360
797.00	-32768	-23224	-8176
798.00	-6612	17892	18272
799.00	-6836	-5684	-6500
800.00	-32768	-16976	4104
801.00	10488	23032	15996
802.00	-21920	-25360	-8692
803.00	-32768	7128	12960
804.00	9556	19832	10840
805.00	-32768	-25956	-3760
806.00	10104	20692	18700
807.00	-32716	-18712	-6900
808.00	-4872	17668	16440
809.00	-6268	-7796	-3452
810.00	-32768	-21584	1064
811.00	6132	25252	13712
812.00	-28268	-18188	-9776
813.00	-14516	16692	17256
814.00	44	4600	568
815.00	-32768	-25624	-1828
816.00	6396	19980	19816
817.00	-11280	-18120	-9112
818.00	-32768	1884	10652
819.00	3632	13412	5052
820.00	-32768	-27720	-3192
821.00	1248	19332	22684
822.00	5432	4832	-1064
823.00	-32768	-27672	-1892
824.00	5076	26952	16312
825.00	-28532	-25500	-9520
826.00	2152	21564	19828
827.00	-15620	-22756	-7068
828.00	-32260	-1572	11212
829.00	11492	22352	7424
830.00	-32768	-26580	-6164
831.00	-2864	17892	18656
832.00	-10348	-10700	-6852
833.00	-32768	-12576	6160
834.00	13324	20396	13900
835.00	-32768	-26224	-9960
836.00	-10224	19972	18480
837.00	-4128	-9124	-4836
838.00	-32768	-21768	2512
839.00	12048	23016	15572
840.00	-31388	-18004	-10616
841.00	-21420	12080	17660
842.00	5540	15572	3108
843.00	-32768	-25356	-4660
844.00	8808	17452	18376
845.00	-11124	-16376	-6352
846.00	-8296	17652	16860
847.00	-2988	-592	-3208
848.00	-32768	-21056	-224
849.00	9328	21660	18392
850.00	-24504	-20888	-8460
851.00	-16580	14368	17316
852.00	2196	8456	3304
853.00	-32768	-27252	-2388
854.00	4864	19756	21332
855.00	-8796	-19144	-6868
856.00	-32768	-1716	9288
857.00	3504	17860	4428
858.00	-32768	-26588	-4576
859.00	-532	22736	20392
860.00	-1964	-14540	-5628
861.00	-32768	-12784	5520
862.00	5156	26752	13544
863.00	-26652	-19904	-11008
864.00	-26972	8872	15324
865.00	-14768	-15984	-8036
866.00	-32768	-5120	9400
867.00	14160	19900	11044
868.00	-32768	-28272	-7668
869.00	-4640	20992	18996
870.00	-8560	-13112	-7344
871.00	-32768	-14332	5520
872.00	12912	22220	14892
873.00	-32768	-19180	-9616
874.00	-13700	17372	18076
875.00	-3588	-3644	-2660
876.00	-32768	-23932	2312
877.00	13748	23684	17936
878.00	-28736	-18004	-11224
879.00	-24268	12560	18620
880.00	-736	9072	1252
881.00	-32768	-26060	-1140
882.00	12220	21744	18752
883.00	-7728	-16956	-6108
884.00	-8924	15972	18252
885.00	-680	-848	-344
886.00	-32768	-24744	156
887.00	6416	20960	19244
888.00	-13948	-17912	-9164
889.00	-18424	11692	16884
890.00	1472	9408	2908
891.00	-32768	-29252	-3044
892.00	3084	21932	21004
893.00	-5852	-20040	-6576
894.00	-32768	-6444	8992
895.00	4212	24680	11284
896.00	-32768	-24856	-5968
897.00	-2304	19140	17524
898.00	-1576	-10476	-4776
899.00	-32768	-13456	5040
900.00	8144	21928	15788
901.00	-32768	-24388	-7344
902.00	-12584	17004	16880
903.00	3532	-1712	-1904
904.00	-32768	-6220	8272
905.00	15172	20056	13320
906.00	-32768	-18552	-9704
907.00	-22392	15192	18788
908.00	-6436	-10116	-5168
909.00	-32768	-19268	4464
910.00	12992	25560	14400
911.00	-27488	-23796	-10532
912.00	-32224	11484	16652
913.00	-4400	1832	-832
914.00	-32768	-24652	1532
915.00	14172	24560	18180
916.00	-17340	-24492	-10304
917.00	-32768	4436	13032
918.00	1188	12832	5100
919.00	-32768	-28084	-1652
920.00	11088	21364	19020
921.00	-9664	-17296	-9504
922.00	-32768	-4104	8612
923.00	-2804	-7296	-3908
924.00	-32768	-28968	-884
925.00	4664	21828	20660
926.00	-9804	-23012	-7432
927.00	-32768	872	11576
928.00	5296	20112	10004
929.00	-32768	-20128	-8824
930.00	920	20300	19124
931.00	-4700	-17144	-5528
932.00	-32768	-8208	7404
933.00	6704	23200	12596
934.00	-32768	-22836	-8352
935.00	-18288	14292	21196
936.00	10544	4236	2200
937.00	-32768	-26352	-2672
938.00	6112	20492	16612
939.00	-32284	-17996	-9480
940.00	-27976	10004	17152
941.00	12236	15948	2136
942.00	-32768	-27596	-5552
943.00	16368	18640	11012
944.00	-32768	-20244	-11768
945.00	-26512	13276	18688
946.00	-6548	-6428	-3168
947.00	-32768	-21976	3772
948.00	14948	25468	17200
949.00	-23400	-27884	-9456
950.00	-32768	10416	15516
951.00	-964	4500	1612
952.00	-32768	-27324	-5084
953.00	12808	21352	18256
954.00	-15488	-19356	-11772
955.00	-32768	2028	11596
956.00	7112	19248	7148
957.00	-32768	-19540	-7692
958.00	-1680	19724	18600
959.00	-5688	-20144	-7232
960.00	-32768	-11376	8344
961.00	5692	24260	11648
962.00	-32768	-24232	1324
963.00	5608	23604	14536
964.00	-18192	-20908	-9100
965.00	-32768	-2804	9604
966.00	5400	23504	10292
967.00	-32768	-21568	-8976
968.00	-11236	17144	20968
969.00	8052	-44	-708
970.00	-32768	-23260	-388
971.00	3384	23620	16216
972.00	-24696	-16428	-11312
973.00	-28864	6952	13588
974.00	10980	10472	1744
975.00	-32768	-26724	-4252
976.00	2176	24140	19356
977.00	-17268	-20888	-7604
978.00	-32768	-1756	12548
979.00	13916	24096	10928
980.00	-32768	-19756	-10956
981.00	15956	22740	12912
982.00	-32768	-18120	-11048
983.00	-19120	13548	18392
984.00	-2920	2016	-2108
985.00	-32768	-28628	-3512
986.00	9448	18844	18212
987.00	-13104	-19404	-6424
988.00	-32768	-5344	9156
989.00	9788	19608	15196
990.00	-27472	-16420	-9404
991.00	3428	20672	18908
992.00	-5476	-16324	-3844
993.00	-32768	-19428	5152
994.00	5704	22812	16656
995.00	-21468	-21924	-9056
996.00	-24304	10564	15756
997.00	-1988	-3028	-1256
998.00	-32768	-25156	452
999.00	6052	21388	17616
1000.00	-32768	-26064	-4956
0.00	-32768	-25844	-300
1.00	-32768	-21580	-8960
2.00	-1464	18460	18792
3.00	6036	5232	-880
4.00	-32768	-27964	-2864
5.00	3032	25940	17564
6.00	-13900	-22108	-6452
7.00	-31880	988	12000
8.00	7680	21924	9404
9.00	-32768	-20696	-9816
10.00	-3220	20188	19024
11.00	-7204	-11268	-4692
12.00	-32768	-9468	6476
13.00	11284	22844	12044
14.00	-32768	-24172	-8552
15.00	-12456	18332	19672
16.00	-704	-2868	-2588
17.00	-32768	-20748	2404
18.00	14688	21484	14856
19.00	-32768	-20408	-10216
20.00	-23988	14256	17976
21.00	-23080	-19484	-10424
22.00	-26484	13844	16952
23.00	3664	11036	1308
24.00	-32768	-23396	-5572
25.00	2948	21460	17192
26.00	-7264	-12932	-5576
27.00	-32768	-15584	3880
28.00	5732	23876	10544
0.00	13384	23260	9336
1.00	-23232	-24876	-8868
2.00	-32768	6836	13752
3.00	8656	18844	8220
4.00	-32368	-24764	-6516
5.00	-2184	18928	17616
6.00	-14072	-21116	-6572
7.00	-32768	-5432	9576
8.00	9596	20096	15124
9.00	-28132	-16720	-9600
10.00	3068	20136	18272
11.00	-5748	-14916	-3596
12.00	-32768	-19944	4332
13.00	-200	7576	328
14.00	-32768	-26036	-4572
15.00	4952	18588	18644
16.00	-2488	-9828	-6104
17.00	-32768	-14488	5192
18.00	4692	23468	9904
19.00	-32768	-22040	-9520
20.00	-6976	19028	18980
21.00	6700	-2660	-112
22.00	-32768	-25612	512
23.00	5060	22508	14320
24.00	-32768	-15600	-11840
25.00	-20360	11580	17192
26.00	6720	-4216	-172
27.00	-32768	-23324	492
28.00	4544	25376	17204
29.00	-24280	-25244	-8372
30.00	-32688	6432	15576
31.00	9904	11376	2220
32.00	-32768	-25440	-3912
33.00	15088	22252	10560
34.00	-32768	-20268	-9080
35.00	-11708	17172	18436
36.00	3736	6016	2436
37.00	-32768	-26864	-1236
38.00	14364	24856	16528
39.00	-25020	-19100	-12016
40.00	-32768	10832	15096
41.00	-1304	5324	1920
42.00	-32768	-28116	-228
43.00	12912	24952	18992
44.00	-13924	-24500	-9232
45.00	-31348	9684	15612
46.00	1520	19656	6116
47.00	-32768	-24904	-3544
48.00	6560	22072	19292
49.00	-10112	-23992	-7504
50.00	-32768	-784	12056
51.00	2528	25164	11120
52.00	-32768	-20856	-7892
53.00	5944	24868	13724
54.00	-32768	-17676	-9172
55.00	-8676	16852	18864
56.00	6320	10476	1488
57.00	-32768	-29668	-4520
58.00	2252	21316	17440
59.00	-7924	-18444	-6160
60.00	-27556	7432	13816
61.00	10992	17088	5768
62.00	-32768	-21908	-7500
63.00	-8424	19452	17432
64.00	-12588	-19348	-7096
65.00	-32768	-6856	10128
66.00	12284	24572	9500
67.00	-32768	-21600	-10136
68.00	-8520	19448	18424
69.00	-6232	-6040	-5172
70.00	-32768	-17484	3868
71.00	14456	26560	11504
72.00	-32768	-21664	-11132
73.00	13236	23232	18064
74.00	-23532	-27932	-8860
75.00	-24396	14808	18020
76.00	36	7496	-164
77.00	-29244	-18492	-8536
78.00	5164	20040	19616
79.00	-8744	-19212	-4432
80.00	-32768	-16128	6044
81.00	8296	20212	10248
82.00	-32400	-16200	-8736
83.00	-7160	14780	18408
84.00	-4136	-3044	-856
85.00	-32768	-25444	1056
86.00	6624	26136	12312
87.00	-26320	-23080	-8204
88.00	-19216	14360	17912
89.00	684	-3656	-4488
90.00	-32768	-22388	444
91.00	6016	22520	14896
92.00	-18984	-19372	-8472
93.00	-27256	7612	14188
94.00	-5288	-12704	-5824
95.00	-29860	3040	13024
96.00	8196	19572	7164
97.00	-27220	-19988	-10928
98.00	-20484	12376	19392
99.00	8452	6492	424
100.00	-32768	-26256	-3928
101.00	3884	22936	18168
102.00	-28372	-26936	-7908
103.00	-32444	9252	16156
104.00	13232	17116	6792
105.00	-32768	-25352	-6548
106.00	5872	20868	16676
107.00	-19352	-21456	-8136
108.00	-32768	-924	9852
109.00	7212	16156	7784
110.00	-32768	-25660	-4564
111.00	2280	18408	17536
112.00	-10252	-15064	-5704
113.00	168	16468	16792
114.00	-8556	-10240	-6136
115.00	-32768	-15216	2952
116.00	11708	23284	15744
117.00	-28268	-21180	-7884
118.00	-25648	10776	15032
119.00	40	13492	3040
120.00	-32768	-25880	-5504
121.00	8660	21412	18184
122.00	-12120	-25388	-8212
123.00	-32768	3264	12092
124.00	3164	21124	8728
125.00	-32768	-22484	-9272
126.00	1648	18280	20560
127.00	-6164	-15284	-5984
128.00	-32768	-7824	6516
129.00	5916	19588	8192
130.00	-32768	-25592	-6712
131.00	-6164	19228	20576
132.00	3480	-7604	-2968
133.00	-21312	14180	19240
134.00	4752	-2500	-2772
135.00	-32768	-21140	1272
136.00	5968	21528	17248
137.00	-26328	-18100	-10076
138.00	-32768	-5328	11292
139.00	13872	18620	7752
140.00	-32768	-23624	-6456
141.00	-5264	18132	18864
142.00	-18072	-24020	-6888
143.00	-32768	-3060	10660
144.00	14144	25496	10708
145.00	-32768	-23576	-5912
146.00	-1564	16288	17524
147.00	-10452	-9980	-5032
148.00	-32768	-1732	9600
149.00	9960	22076	12276
150.00	-28964	-20988	-8124
151.00	-13552	16456	17564
152.00	-27500	-21052	-8920
153.00	-16320	14904	16944
154.00	-264	2956	1436
155.00	-32768	-27156	-3064
156.00	7220	21324	18308
157.00	-20048	-16876	-9996
158.00	-26796	9856	13576
159.00	4572	22028	11312
160.00	-32768	-18852	-9368
161.00	1220	20648	20800
162.00	-2392	-16072	-5628
163.00	-32768	-11796	5268
164.00	5472	25292	13732
165.00	-32768	-22492	-7632
166.00	-9532	16924	21008
167.00	5368	-2704	-2580
168.00	-32768	-20512	560
169.00	8148	20108	15236
170.00	-32768	-21252	-7592
171.00	-22308	14644	19144
172.00	-23796	-20220	-9784
173.00	-25476	13476	17436
174.00	10912	10724	3728
175.00	-32768	-29460	-3604
176.00	7772	22068	15268
177.00	-26156	-19280	-10264
178.00	-32768	6508	12504
179.00	14860	25132	10928
180.00	-31956	-20644	-10872
181.00	-19296	13756	18900
182.00	-8972	-10300	-3728
183.00	-32768	-17032	4732
184.00	14976	24856	16464
185.00	-29764	-20256	-8936
186.00	-15344	15652	17716
187.00	-984	1568	1304
188.00	-32768	-25944	-888
189.00	8828	23208	17580
190.00	-20852	-17988	-9568
191.00	10432	18864	18404
192.00	-9896	-17784	-8656
193.00	-28516	9168	13748
194.00	2288	16324	4696
195.00	-32768	-28044	-6888
196.00	5204	20488	19648
197.00	-9908	-17856	-8016
198.00	-32768	-492	9904
199.00	6788	18140	11236
200.00	-32768	-23236	-10440
201.00	-18992	11772	17816
202.00	4080	-2944	-1868
203.00	-32768	-21944	-100
204.00	4348	22532	16808
205.00	-24688	-22176	-10616
206.00	-22980	15260	20036
207.00	12388	8544	3636
208.00	-32768	-28640	-3672
209.00	2104	21268	18568
210.00	-32768	-25648	-8636
211.00	1764	17400	19148
212.00	-14916	-13692	-7324
213.00	-32768	-8888	9748
214.00	14204	19316	7352
215.00	-32768	-25560	-7392
216.00	-5996	18504	19660
217.00	-6460	-12576	-2400
218.00	-32768	-5856	7816
219.00	14232	21240	13304
220.00	-16696	-23532	-8852
221.00	-31428	8608	16672
